Rv2423,Rv2423,Unknown
Rv3645,Rv3645,Unknown. Inhibited by polyphosphates.
Rv2443,dctA,Involved in the transport of dicarboxylates such as succinate  fumarate  and malate from the periplasm across the inner membrane. Responsible for the translocation of the substrate across the membrane.
Rv2856,nicT,Seems involved in nickel incorporation. Thought to be involved in transport of nickel across the membrane. Responsible for the translocation of the substrate across the membrane.
Rv0671,lpqP,Unknown
Rv3682,ponA2,Involved in peptidoglycan synthesis (at the final stages)  cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits). Supposedly involved in stationary-phase survival.
Rv3781,rfbE,May form an ATP-driven O-antigen/lipopolysaccharide export apparatus  in association with RFBD|Rv3783. Responsible for energy coupling to the transport system.
Rv1473,Rv1473,Thought to be involved in active transport of macrolide across the membrane (export). Macrolide antibiotics resistance by an export mechanism. Responsible for energy coupling to the transport system.
Rv0073,Rv0073,Thought to be involved in active transport of glutamine across the membrane (import). Responsible for the translocation of the substrate across the membrane.
Rv2564,glnQ,Thought to be involved in active transport of glutamine across the membrane (import). Responsible for the translocation of the substrate across the membrane.
Rv1463,Rv1463,Thought to be involved in active transport across the membrane. Responsible for energy coupling to the transport system.
Rv0986,Rv0986,Thought to be involved in active transport of adhesion component across the membrane: involved in attachment and virulence. Responsible for energy coupling to the transport system.
Rv1747,Rv1747,Thought to be involved in active transport of undetermined substrate (possibly lipooligosaccharide) across the membrane. Responsible for energy coupling to the transport system and for the translocation of the substrate across the membrane.
Rv3000,Rv3000,Unknown
Rv3331,sugI,Thought to be involved in transport of sugar across the membrane. Responsible for the translocation of the substrate across the membrane.
Rv2938,drrC,Probably involved in active transport of antibiotic and phthiocerol dimycocerosate (dim) across the membrane (export). DRRA|Rv2934|MTCY19H9.04  DRRB|Rv2937|MTCY19H9.05 and DRRC may act jointly to confer daunorubicin and doxorubicin resistance by an export mechanism. Probably responsible for the translocation of the substrate across the membrane and localization of dim into the cell wall.
Rv1349,irtB,Involved in iron homeostasis. Responsible for energy coupling to the transport system and for the translocation of the substrate across the membrane.
Rv2060,Rv2060,Unknown
Rv1348,irtA,Involved in iron homeostasis. Responsible for energy coupling to the transport system and for the translocation of the substrate across the membrane.
Rv1238,sugC,Involved in active transport of sugar across the membrane (import). Responsible for energy coupling to the transport system.
Rv1709,scpA,Involved in chromosome structure and partitioning
Rv2395,Rv2395,Function unknown (possibly involved in transport across the membrane).
Rv1707,Rv1707,Unknown; possibly involved in transport of sulfate across the membrane.
Rv1607,chaA,Involved in transport of ions (presumably calcium) across the membrane. Responsible for the translocation of the substrate across the membrane.
Rv0482,murB,Involved in cell wall formation; peptidoglycan biosynthesis [catalytic activity: UDP-N-acetylmuramate + NADP+ = UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine + NADPH].
Rv1110,lytB2,Unknown. In other organisms  LYTB product is involved in penicillin tolerance and control of the stringent response.
Rv1159,pimE,Polyprenol-phosphate-mannose dependent mannosyltransferase involved in phosphatidylinositol mannoside synthesis
Rv2181,Rv2181,Mannosyltansferase responsible for the addition of alpha(1->2) branches to the mannan core in the biosynthesis of lipomannan (LM) and lipoarabinomannan (lam)
Rv3782,glfT1,Transfers galactofuranose in the initiation of cell wall galactan polymerization
Rv3792,aftA,Involved in the biosynthesis of the mycobacterial cell wall arabinan
Rv1614,lgt,Prolipoprotein modification
Rv1315,murA,Involved in cell wall formation; peptidoglycan biosynthesis. Adds enolpyruvyl to UDP-N-acetylglucosamine [catalytic activity: phosphoenolpyruvate + UDP-N-acetyl-D- glucosamine = phosphate + UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine]
Rv1302,rfe,Thought to be involved in AG biosynthesis. May be the tunicamycin sensitive transferase that catalyzes the synthesis of GlcNAc-pyrophosphorylundecaprenol (lipid I)  the first lipid-linked intermediate involved in ECA synthesis.
Rv3724A,cut5a,Hydrolysis of cutin (a polyester that forms the structure of plant cuticle).
Rv3724B,cut5b,Hydrolysis of cutin (a polyester that forms the structure of plant cuticle).
Rv3452,cut4,Hydrolysis of cutin (a polyester that forms the structure of plant cuticle). Shown to have esterase and phospholipase activity. Shown to have TDM-specific hydrolase activity (see Yang et al. 2014).
Rv1758,cut1,Hydrolysis of cutin.
Rv2301,cut2,Hydrolysis of cutin (a polyester that forms the structure of plant cuticle).
Rv3451,cut3,Hydrolysis of cutin (a polyester that forms the structure of plant cuticle). Shown to have TDM-specific hydrolase activity (see Yang et al. 2014).
Rv0114,gmhB,Involved in biosynthesis of nucleotide-activated glycero-manno-heptose. Involved in two pathways  D-alpha-D pathway [catalytic activity: D-glycero-alpha-D-manno-heptose 1 7-biphosphate = D-glycero-alpha-D-manno-heptose 1-phosphate] and L-beta-D pathway [catalytic activity: D-glycero-beta-D-manno-heptose 1 7-biphosphate = D-glycero-beta-D-manno-heptose 1-phosphate].
Rv3310,sapM,Involved in cellular metabolism: acting on ester bonds [catalytic activity: an orthophosphoric monoester + H(2)O = an alcohol + orthophosphate].
Rv0050,ponA1,Involved in peptidoglycan synthesis (at the final stages)  cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits).
Rv0418,lpqL,Function unknown; hydrolyzes peptides and/or proteins.
Rv3330,dacB1,Involved in peptidoglycan synthesis (at final stages). Hydrolyzes the bound D-alanyl-D-alanine [catalytic activity: D-alanyl-D-alanine + H(2)O = 2 D-alanine].
Rv0724,sppA,Involved in digestion of the cleaved signal peptides. This activity is necessary to maintain proper secretion of mature proteins across the membrane.
Rv1539,lspA,This protein specifically catalyzes the removal of signal peptides from prolipoproteins [catalytic activity: cleavage of N-terminal leader sequences from membrane prolipoproteins. Hydrolyses XAA-XBB-XBB-|-CYS  in which XAA is hydrophobic (preferably LEU)  XBB is often SER or ala  XCC is often GLY or ala  and the CYS is alkylated on sulfur with a diacylglyceryl group].
Rv3332,nagA,Involved in N-acetyl glucosamine utilization pathway [catalytic activity: N-acetyl-D-glucosamine 6-phosphate + H(2)O = D-glucosamine 6-phosphate + acetate].
Rv3680,Rv3680,Anion-transporting ATPase; supposedly catalyzes the extrusion of undetermined anions [catalytic activity: ATP + H(2)O + undetermined anion(in) = ADP + phosphate + undetermined anion(out)].
Rv0092,ctpA,Cation-transporting ATPase; possibly catalyzes the transport of a cation (possibly copper) with the hydrolyse of ATP [catalytic activity: ATP + H(2)O + cation(in) = ADP + phosphate + cation(out)].
Rv0969,ctpV,Metal cation-transporting ATPase; possibly catalyzes the transport of an undetermined metal cation with the hydrolysis of ATP [catalytic activity: ATP + H(2)O + undetermined metal cation(in) = ADP + phosphate + undetermined metal cation(out)].
Rv1469,ctpD,Cation-transporting ATPase; possibly catalyzes the transport of a cation (possibly cadmium) with the hydrolyse of ATP [catalytic activity: ATP + H(2)O + cation(in) = ADP + phosphate + cation(out)].
Rv1997,ctpF,Metal cation-transporting ATPase; possibly catalyzes the transport of an undetermined metal cation with the hydrolysis of ATP [catalytic activity: ATP + H(2)O + undetermined metal cation(in) = ADP + phosphate + undetermined metal cation(out)].
Rv0908,ctpE,Metal cation-transporting ATPase; possibly catalyzes the transport of an undetermined metal cation with the hydrolysis of ATP [catalytic activity: ATP + H(2)O + undetermined metal cation(in) = ADP + phosphate + undetermined metal cation(out)].
Rv3270,ctpC,Metal cation-transporting ATPase; possibly catalyzes the transport of undetermined metal cation with the hydrolyse of ATP [catalytic activity: ATP + H(2)O + undetermined metal cation(in) = ADP + phosphate + undetermined metal cation(out)].
Rv2936,drrA,Probably involved in active transport of antibiotic and phthiocerol dimycocerosate (dim) across the membrane (export). DRRA  DRRB|Rv2936|MTCY19H9.05 and DRRC|Rv2938|MTCY19H9.06 may act jointly to confer daunorubicin and doxorubicin resistance by an export mechanism. Responsible for energy coupling to the transport system.
Rv1811,mgtC,Thought to be involved in Mg2+ transport (import). May act as an accessory protein for MGTB so mediating magnesium influx into the cytosol [catalytic activity: ATP + H(2)O + Mg(2+)(out) = ADP + phosphate + Mg(2+)(in)].
Rv1030,kdpB,One of the components of the high-affinity ATP-driven potassium transport (or KDP) system  which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions [catalytic activity:ATP + H(2)O + K(+)(out) = ADP + phosphate + K(+)(in)].
Rv1029,kdpA,One of the components of the high-affinity ATP-driven potassium transport (or KDP) system  which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions [catalytic activity: ATP + H(2)O + K(+)(out) = ADP + phosphate + K(+)(in)].
Rv1859,modC,Part of the binding-protein-dependent transport system modabc for molybdenum; responsible for energy coupling to the transport system.
Rv1338,murI,Involved in peptidoglycan biosynthesis. Provides the (R)-glutamic acid required for cell wall biosynthesis [catalytic activity: L-glutamate = D-glutamate]
Rv0113,gmhA,Involved in biosynthesis of nucleotide-activated glycero-manno-heptose: synthesis of glyceromannoheptose 7-phosphate (inner core lipopolysaccharide biosynthesis) [catalytic activity: D-sedoheptulose 7-phosphate = D-glycero-alpha beta-D-manno-heptose 7-phosphate].
Rv2875,mpt70,Unknown
Rv0934,pstS1,Involved in active transport of inorganic phosphate across the membrane (import). This is one of the proteins required for binding-protein-mediated phosphate transport.
Rv3875,esxA,Unknown. Elicits high level of inf-gamma from memory effector cells during the first phase of a protective immune response. Exported protein cotranscribed with Rv3874|MT3988|MTV027.09|LHP|CFP10.
Rv3874,esxB,Unknown. Exported protein cotranscribed with Rv3875|MT3989|MTV027.10.
Rv1677,dsbF,Unknown; possibly involved in thiol:disulfide interchange.
Rv2911,dacB2,Involved in peptidoglycan synthesis (at final stages). Hydrolyzes the bound D-alanyl-D-alanine [catalytic activity: D-alanyl-D-alanine + H(2)O = 2 D-alanine].
Rv3065,mmr,Involved in transport of multidrugs (tetraphenylphosphonium  erythromycin  ethidium bromide  acriflavine  safranin O  pyronin Y  etc) across the membrane (export): multidrugs resistance by an export mechanism (conferes resistance to toxic compounds by removing them for the cells). Responsible for the translocation of the substrate across the membrane.
Rv0899,ompA,The protein behaved as a porin of low specific activity. Structural protein that may protect the integrity of the bacterium.
Rv0603,Rv0603,Unknown
Rv2543,lppA,Unknown
Rv1086,Rv1086,Catalyzes the first committed step in the synthesis of decaprenyl diphosphate  a molecule which has a central role in the biosynthesis of most features of the mycobacterial cell wall. Adds one isoprene unit to omega E-geranyl diphosphate. The product  omega E  Z-farnesyl diphosphate  is the putative substrate of Rv2361c product [catalytic activity: geranyl diphosphate + isopentenyl diphosphate = diphosphate + trans trans-farnesyl diphosphate].
Rv1710,scpB,Involved in chromosome structure and partitioning
Rv1496,Rv1496,Possibly involved in transport (possibly arginine)
Rv3794,embA,Involved in the biosynthesis of the mycobacterial cell wall arabinan and resistance to ethambutol (EMB; dextro-2 2'-(ethylenediimino)-DI-1-butanol). Polymerizes arabinose into the arabinan of arabiogalactan [catalytic activity: UDP-L-arabinose + indol-3-ylacetyl-myo-inositol = UDP + indol-3-ylacetyl-myo-inositol L-arabinoside].
Rv3793,embC,Involved in the biosynthesis of the mycobacterial cell wall arabinan and resistance to ethambutol (EMB; dextro-2 2'-(ethylenediimino)-DI-1-butanol). Polymerizes arabinose into the arabinan of arabiogalactan [catalytic activity: UDP-L-arabinose + indol-3-ylacetyl-myo-inositol = UDP + indol-3-ylacetyl-myo-inositol L-arabinoside].
Rv0341,iniB,Unknown
Rv0343,iniC,Unknown
Rv3795,embB,Involved in the biosynthesis of the mycobacterial cell wall arabinan and resistance to ethambutol (EMB; dextro-2 2'-(ethylenediimino)-DI-1-butanol). Polymerizes arabinose into the arabinan of arabiogalactan [catalytic activity: UDP-L-arabinose + indol-3-ylacetyl-myo-inositol = UDP + indol-3-ylacetyl-myo-inositol L-arabinoside].
Rv1414,Rv1414,Function unknown
Rv1727,Rv1727,Function unknown
Rv2311,Rv2311,Function unknown
Rv2438A,Rv2438A,Function unknown
Rv2472,Rv2472,Function unknown
Rv2491,Rv2491,Function unknown
Rv2805,Rv2805,Function unknown
Rv2811,Rv2811,Function unknown
Rv2970A,Rv2970A,Function unknown
Rv3081,Rv3081,Function unknown
Rv3188,Rv3188,Function unknown
Rv0034,Rv0034,Function unknown
Rv0612,Rv0612,Function unknown
Rv0740,Rv0740,Function unknown
Rv1057,Rv1057,Function unknown
Rv1073,Rv1073,Function unknown
Rv3822,Rv3822,Function unknown
Rv2734,Rv2734,Function unknown
Rv3360,Rv3360,Function unknown
Rv3182,Rv3182,Function unknown
Rv3189,Rv3189,Function unknown
Rv0060,Rv0060,Function unknown
Rv3735,Rv3735,Function unknown
Rv1717,Rv1717,Function unknown
Rv1519,Rv1519,Function unknown
Rv2813,Rv2813,Function unknown
Rv1718,Rv1718,Function unknown
Rv2542,Rv2542,Function unknown
Rv3071,Rv3071,Function unknown
Rv3067,Rv3067,Function unknown
Rv2308,Rv2308,Function unknown
Rv2562,Rv2562,Function unknown
Rv2561,Rv2561,Function unknown
Rv2803,Rv2803,Function unknown
Rv0025,Rv0025,Function unknown
Rv0026,Rv0026,Function unknown
Rv0029,Rv0029,Function unknown
Rv0614,Rv0614,Function unknown
Rv1670,Rv1670,Function unknown
Rv1501,Rv1501,Function unknown
Rv1927,Rv1927,Function unknown
Rv3488,Rv3488,Function unknown
Rv3748,Rv3748,Function unknown
Rv1513,Rv1513,Function unknown
Rv2956,Rv2956,Function unknown
Rv3179,Rv3179,Function unknown
Rv3486,Rv3486,Function unknown
Rv1810,Rv1810,Function unknown
Rv1738,Rv1738,Function unknown
Rv3127,Rv3127,Function unknown
Rv3633,Rv3633,Function unknown
Rv1429,Rv1429,Function unknown
Rv2629,Rv2629,Function unknown
Rv1352,Rv1352,Function unknown
Rv3732,Rv3732,Function unknown
Rv3747,Rv3747,Function unknown
Rv3796,Rv3796,Function unknown
Rv2665,Rv2665,Function unknown
Rv1682,Rv1682,Function unknown
Rv2641,cadI,Function unknown
Rv3076,Rv3076,Function unknown
Rv1775,Rv1775,Function unknown
Rv3178,Rv3178,Function unknown
Rv2574,Rv2574,Function unknown
Rv1489,Rv1489,Function unknown
Rv0080,Rv0080,Function unknown
Rv1766,Rv1766,Function unknown
Rv3517,Rv3517,Function unknown
Rv3074,Rv3074,Function unknown
Rv0106,Rv0106,Function unknown
Rv3691,Rv3691,Function unknown
Rv1978,Rv1978,Function unknown
Rv3129,Rv3129,Function unknown
Rv0140,Rv0140,Function unknown
Rv0004,Rv0004,Function unknown
Rv0038,Rv0038,Function unknown
Rv3860,Rv3860,Function unknown
Rv3850,Rv3850,Function unknown
Rv3839,Rv3839,Function unknown
Rv3836,Rv3836,Function unknown
Rv3780,Rv3780,Function unknown
Rv3651,Rv3651,Function unknown
Rv1025,Rv1025,Function unknown
Rv3521,Rv3521,Function unknown
Rv3438,Rv3438,Function unknown
Rv3412,Rv3412,Function unknown
Rv2616,Rv2616,Function unknown
Rv2618,Rv2618,Function unknown
Rv2598,Rv2598,Function unknown
Rv2570,Rv2570,Function unknown
Rv1422,Rv1422,Function unknown
Rv1466,Rv1466,Function unknown
Rv2387,Rv2387,Function unknown
Rv2375,Rv2375,Function unknown
Rv3196,Rv3196,Function unknown
Rv3195,Rv3195,Function unknown
Rv3169,Rv3169,Function unknown
Rv3354,Rv3354,Function unknown
Rv3337,Rv3337,Function unknown
Rv3338,Rv3338,Function unknown
Rv3311,Rv3311,Function unknown
Rv3304,Rv3304,Function unknown
Rv3292,Rv3292,Function unknown
Rv3284,Rv3284,Function unknown
Rv3268,Rv3268,Function unknown
Rv3267,Rv3267,Function unknown
Rv3259,Rv3259,Function unknown
Rv3254,Rv3254,Function unknown
Rv2787,Rv2787,Function unknown
Rv3224A,Rv3224A,Function unknown
Rv3224B,Rv3224B,Function unknown
Rv3212,Rv3212,Function unknown
Rv3209,Rv3209,Function unknown
Rv2342,Rv2342,Function unknown
Rv2731,Rv2731,Function unknown
Rv2722,Rv2722,Function unknown
Rv2695,Rv2695,Function unknown
Rv2683,Rv2683,Function unknown
Rv2680,Rv2680,Function unknown
Rv1301,Rv1301,Function unknown
Rv1321,Rv1321,Function unknown
Rv1322,Rv1322,Function unknown
Rv1546,Rv1546,Function unknown
Rv1558,Rv1558,Function unknown
Rv1684,Rv1684,Function unknown
Rv1376,Rv1376,Function unknown
Rv1375,Rv1375,Function unknown
Rv1691,Rv1691,Function unknown
Rv1716,Rv1716,Function unknown
Rv1769,Rv1769,Function unknown
Rv1780,Rv1780,Function unknown
Rv1794,Rv1794,Function unknown
Rv2891,Rv2891,Function unknown
Rv2983,Rv2983,Function unknown
Rv3013,Rv3013,Function unknown
Rv3035,Rv3035,Function unknown
Rv1480,Rv1480,Function unknown
Rv1898,Rv1898,Function unknown
Rv1893,Rv1893,Function unknown
Rv2631,Rv2631,Function unknown
Rv3698,Rv3698,Function unknown
Rv2566,Rv2566,Function unknown
Rv2567,Rv2567,Function unknown
Rv0049,Rv0049,Function unknown
Rv3909,Rv3909,Function unknown
Rv0185,Rv0185,Function unknown; probably involved in a cellular metabolism.
Rv2557,Rv2557,Function unknown; thought to be involved in the persistence in the host.
Rv2558,Rv2558,Function unknown; thought to be involved in the persistence in the host.
Rv1525,wbbL2,Possibly involved in cell wall arabinogalactan linker formation: Uses dTDP-L-rhamnose as substrate to insert the rhamnosyl residue into the cell wall.
Rv2395A,aprA,Unknown
Rv2395B,aprB,Unknown
Rv2614A,Rv2614A,Unknown
Rv2036,Rv2036,Unknown
Rv2295,Rv2295,Unknown
Rv0027,Rv0027,Unknown
Rv0028,Rv0028,Unknown
Rv0030,Rv0030,Unknown
Rv2001,Rv2001,Unknown
Rv2082,Rv2082,Unknown
Rv2079,Rv2079,Unknown
Rv2078,Rv2078,Unknown
Rv1366A,Rv1366A,Unknown
Rv2019,Rv2019,Unknown
Rv3032A,Rv3032A,Unknown
Rv3190A,Rv3190A,Unknown
Rv0397A,Rv0397A,Unknown
Rv2018,Rv2018,Unknown
Rv1531,Rv1531,Unknown
Rv2541,Rv2541,Unknown
Rv3611,Rv3611,Unknown
Rv2451,Rv2451,Unknown
Rv1351,Rv1351,Unknown
Rv1545,Rv1545,Unknown
Rv1669,Rv1669,Unknown
Rv1680,Rv1680,Unknown
Rv2283,Rv2283,Unknown
Rv1947,Rv1947,Unknown
Rv2288,Rv2288,Unknown
Rv2309A,Rv2309A,Unknown
Rv2331,Rv2331,Unknown
Rv2331A,Rv2331A,Unknown
Rv2401,Rv2401,Unknown
Rv2513,Rv2513,Unknown
Rv2664,Rv2664,Unknown
Rv2628,Rv2628,Unknown
Rv2662,Rv2662,Unknown
Rv2663,Rv2663,Unknown
Rv2929,Rv2929,Unknown
Rv3122,Rv3122,Unknown
Rv2998,Rv2998,Unknown
Rv3123,Rv3123,Unknown
Rv3108,Rv3108,Unknown
Rv3845,Rv3845,Unknown
Rv3643,Rv3643,Unknown
Rv3785,Rv3785,Unknown
Rv3861,Rv3861,Unknown
Rv1957,Rv1957,Unknown
Rv2635,Rv2635,Unknown
Rv2730,Rv2730,Unknown
Rv2809,Rv2809,Unknown
Rv3008,Rv3008,Unknown
Rv0395,Rv0395,Unknown
Rv1831,Rv1831,Unknown
Rv1434,Rv1434,Unknown
Rv0349,Rv0349,Unknown
Rv1499,Rv1499,Unknown
Rv2312,Rv2312,Unknown
Rv2808,Rv2808,Unknown
Rv3769,Rv3769,Unknown
Rv3090,Rv3090,Unknown
Rv2297,Rv2297,Unknown
Rv2305,Rv2305,Unknown
Rv3033,Rv3033,Unknown
Rv1535,Rv1535,Unknown
Rv1748,Rv1748,Unknown
Rv1995,Rv1995,Unknown
Rv2000,Rv2000,Unknown
Rv1289,Rv1289,Unknown
Rv3768,Rv3768,Unknown
Rv1975,Rv1975,Unknown
Rv0079,Rv0079,Unknown
Rv2227,Rv2227,Unknown
Rv3489,Rv3489,Unknown
Rv3527,Rv3527,Unknown
Rv3863,Rv3863,Unknown
Rv3847,Rv3847,Unknown
Rv3819,Rv3819,Unknown
Rv0999,Rv0999,Unknown
Rv3572,Rv3572,Unknown
Rv3235,Rv3235,Unknown
Rv1278,Rv1278,Unknown
Rv2119,Rv2119,Unknown
Rv2117,Rv2117,Unknown
Rv2114,Rv2114,Unknown
Rv1693,Rv1693,Unknown
Rv2854,Rv2854,Unknown
Rv0634A,Rv0634A,Unknown
Rv1887,Rv1887,Unknown
Rv2630,Rv2630,Unknown
Rv3484,cpsA,Unknown
Rv3491,Rv3491,Unknown
Rv3766,Rv3766,Unknown
Rv0210,Rv0210,Unknown
Rv2336,Rv2336,Unknown. May be involved in virulence.
Rv3776,Rv3776,Function unknown
Rv1287,Rv1287,Function unknown
Rv2405,Rv2405,Function unknown
Rv0500A,Rv0500A,Function unknown
Rv2248,Rv2248,Unknown
Rv2917,Rv2917,Function unknown
Rv1815,Rv1815,Function unknown
Rv1571,Rv1571,Function unknown
Rv3031,Rv3031,Function unknown
Rv0142,Rv0142,Function unknown
Rv1868,Rv1868,Function unknown
Rv2716,Rv2716,Function unknown
Rv3096,Rv3096,Function unknown
Rv3228,Rv3228,Function unknown
Rv3218,Rv3218,Function unknown
Rv2707,Rv2707,Unknown
Rv2565,Rv2565,Function unknown
Rv2492,Rv2492,Unknown
Rv1462,Rv1462,Function unknown
Rv2681,Rv2681,Function unknown
Rv3282,Rv3282,Function unknown
Rv2749,Rv2749,Function unknown
Rv1823,Rv1823,Function unknown
Rv2237,Rv2237,Unknown
Rv2402,Rv2402,Function unknown
Rv2226,Rv2226,Unknown
Rv2529,Rv2529,Unknown
Rv3586,Rv3586,Function unknown
Rv2132,Rv2132,Unknown
Rv3788,Rv3788,Unknown
Rv1830,Rv1830,Function unknown
Rv1828,Rv1828,Function unknown
Rv2327,Rv2327,Function unknown
Rv1904,Rv1904,Function unknown
Rv2638,Rv2638,Function unknown
Rv0434,Rv0434,Function unknown
Rv1770,Rv1770,Function unknown
Rv1331,Rv1331,Function unknown
Rv3091,Rv3091,Function unknown
Rv2035,Rv2035,Unknown
Rv3272,Rv3272,Function unknown
Rv1879,Rv1879,Function unknown
Rv0998,Rv0998,Unknown
Rv3699,Rv3699,Function unknown
Rv2751,Rv2751,Function unknown
Rv3120,Rv3120,Function unknown
Rv3030,Rv3030,Function unknown
Rv1597,Rv1597,Unknown
Rv0274,Rv0274,Function unknown
Rv2102,Rv2102,Unknown
Rv3114,Rv3114,Function unknown
Rv3376,Rv3376,Function unknown
Rv1697,Rv1697,Function unknown
Rv3811,Rv3811,Function unknown
Rv3594,Rv3594,Function unknown
Rv3717,Rv3717,Function unknown
Rv3369,Rv3369,Function unknown
Rv1875,Rv1875,Function unknown
Rv2807,Rv2807,Function unknown
Rv1366,Rv1366,Unknown
Rv1518,Rv1518,Unknown  possibly glycosyl transferase
Rv0785,Rv0785,Function unknown
Rv3719,Rv3719,Function unknown
Rv3192,Rv3192,Function unknown
Rv3131,Rv3131,Function unknown
Rv3463,Rv3463,Function unknown
Rv2143,Rv2143,Unknown
Rv3577,Rv3577,Function unknown
Rv1339,Rv1339,Function unknown
Rv3683,Rv3683,Function unknown
Rv2054,Rv2054,Unknown
Rv2260,Rv2260,Unknown
Rv1913,Rv1913,Unknown
Rv3519,Rv3519,Unknown
Rv1489A,Rv1489A,Function unknown
Rv0787A,Rv0787A,Function unknown
Rv1288,Rv1288,Function unknown
Rv2059,Rv2059,Unknown
Rv2216,Rv2216,Unknown
Rv2577,Rv2577,Unknown
Rv1977,Rv1977,Function unknown
Rv3818,Rv3818,Unknown
Rv2298,Rv2298,Unknown
Rv2032,acg,Unknown. May have a role for bacteria within the host environment.
Rv2573,Rv2573,Function unknown
Rv1533,Rv1533,Unknown
Rv2636,Rv2636,Function unknown
Rv1461,Rv1461,Function unknown
Rv2407,Rv2407,Function unknown
Rv1341,Rv1341,Function unknown
Rv1540,Rv1540,Function unknown
Rv1711,Rv1711,Function unknown
Rv0433,Rv0433,Function unknown
Rv2991,Rv2991,Function unknown
Rv1372,Rv1372,Function unknown
Rv2302,Rv2302,Function unknown
Rv3472,Rv3472,Function unknown
Rv2844,Rv2844,Function unknown
Rv1873,Rv1873,Unknown
Rv1827,garA,Function unknown
Rv2714,Rv2714,Function unknown
Rv2275,Rv2275,Unknown
Rv1825,Rv1825,Function unknown
Rv2704,Rv2704,Function unknown
Rv1847,Rv1847,Function unknown
Rv1772,Rv1772,Unknown
Rv2242,Rv2242,Unknown
Rv3852,hns,Function unknown
Rv1259,udgB,Involved in base excision repair. Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.
Rv1388,mihF,Unknown
Rv1643,rplT,This protein binds directly to 23S ribosomal RNA and is necessary to the in vitro assembly process of the 50S ribosomal subunit; it is not involved in the protein synthesizing functions of that subunit
Rv1633,uvrB,Involved in nucleotide excision repair. The ABC excision nuclease is a DNA repair enzyme that catalyzes the excision reaction of UV-damaged nucleotide segments producing oligomers having the modified base(S). UVRB stimulates the ATPase activity of UVRA in the presence of UV-irradiated double-stranded DNA. It also enhances the ability of UVRA to bind to UV-irradiated duplex DNA
Rv0001,dnaA,Plays an important role in the initiation and regulation of chromosomal replication. Binds to the origin of replication; it binds specifically double-stranded DNA at a 9 bp consensus (DNAA box): 5'-TTATC(C/A)A(C/A)A-3'. DNAA binds to ATP and to acidic phospholipids. DNAA protein binds the origin of replication (oriC)  ATP and ADP  and exhibited weak ATPase activity.
Rv1642,rpmI,Translation
Rv1641,infC,If-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits  thus enhancing the availability of 30S subunits on which protein synthesis initiation begins.
Rv1165,typA,Unknown; probably interacts with the ribosomes in a GTP dependent manner
Rv3585,radA,Involved in genetic recombination. May play a role in the repair of endogenous alkylation damage.
Rv1630,rpsA,Binds mRNA; thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short shine-dalgarno (SD) purine-rich sequence.
Rv0053,rpsF,Binds together with S18 to 16S ribosomal RNA.
Rv2412,rpsT,Involved in translation mechanisms. Binds directly to 16S ribosomal RNA.
Rv2191,Rv2191,Unknown
Rv0003,recF,The RECF protein is involved in DNA metabolism and recombination; it is required for DNA replication and normal sos inducibility. RECF binds preferentially to single-stranded  linear DNA. It also seems to bind ATP.
Rv1696,recN,Involved in recombinational repair of damaged DNA.
Rv3211,rhlE,Has a helix-destabilizing activity
Rv1420,uvrC,Involved in nucleotide excision repair. The ABC excision nuclease is a DNA repair enzyme that catalyzes the excision reaction of UV-damaged nucleotide segments producing oligomers having the modified base(S). Attaches to the UVRA-UVRB complex  displacing UVRA  and the damaged DNA strand is nicked on both sides of the damaged site
Rv0641,rplA,This protein binds directly to 23S ribosomal RNA and is located in the neighborhood of the site where elongation factor TU is bound to the ribosome.
Rv0705,rpsS,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA.
Rv0721,rpsE,Protein S5 is important in the assembly and function of the 30S ribosomal subunit.
Rv1299,prfA,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA
Rv3911,sigM,The sigma factor is an initiation factor that promotes attachment of the RNA polymerase to specific initiation sites and then is released.
Rv2710,sigB,The sigma factor is an initiation factor that promotes attachment of the RNA polymerase to specific initiation sites and then is released. May control the regulons of stationary phase and general stress resistance. Seems to be regulated by sigh (Rv3223c product) and SIGE (Rv1221 product). Seems to regulate KATG|Rv1908c and the heat-shock response.
Rv1221,sigE,The sigma factor is an initiation factor that promotes attachment of the RNA polymerase to specific initiation sites and then is released. Seems to be regulated by sigh (Rv3223c product). Seems to regulate the heat-shock response.
